"Tank.Name","Stock.number.","Date.of.Birth","Fish.name","Genotype.","Responsible","Number.of.fish","Experiment.label","Food.label","Notes"
"J4-3_D6",27644,"14-Dec-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","bach1a.b+/-","CW/MHM","15","SURGERY","SD","experiments tbd / possibly cDNA generation"
"J4-3_D7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-3_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-3_D9",27644,"14-Dec-2023","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","bach1a.b+/-","CW/MHM","20","SURGERY","SD","experiments tbd / possibly cDNA generation"
"J4-3_D10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-3_E1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-3_E2",26298,"27-Jun-2023","Tg(actc1b:NTR-2A-mcherry) +/-","RFP+","MHM/RM","40","GENOTYPE","SF","Enter notes"
"J4-3_E3",26298,"27-Jun-2023","Tg(actc1b:NTR-2A-mcherry) +/-","RFP/+","MHM/RM","40","GENOTYPE","SF","for Lili"
"J4-3_E4",27726,"03-Jan-2024","stl464 gpr126","-/-","MHM/RM","29","GENOTYPE","SD","mutants"
"J4-3_E5",27726,"03-Jan-2024","stl464 gpr126","+/+","MHM/RM","29","GENOTYPE","SD","wild type"
"J4-3_E6",27726,"03-Jan-2024","stl464 gpr126","+/-","MHM/RM","29","GENOTYPE","SD","hets"
"J4-3_E7",27726,"03-Jan-2024","stl464 gpr126","+/-","MHM/RM","40","GENOTYPE","SF","Extra hets"
"J4-3_E8",27726,"08-Jan-2024","stl464 gpr126","+/-","MHM/RM","40","GENOTYPE","SF","Extra Hets"
"J4-3_E9",26715,"17-Aug-2023","Tg(hsp70:BACH1-2A-EGFP-L1c) Tg-","GFP-","CW/MHM","40","SURGERY","SF","Lens GFP -"
"J4-3_E10",27750,"09-Jan-2024","stl464:gpr126+/-;sox2-2A-sfGFP+/-","Enter genotype","RM/MHM","40","GENOTYPE","SD","GFP+; genotype for gpr126"
"J4-3_F1",27355,"14-Nov-2023","EKAB","+/+","RM/MHM","40","GENOTYPE","SF","For Ridim"
"J4-3_F2",27355,"14-Nov-2023","EKAB","+/+","MHM/RM","40","GENOTYPE","SF","For Ridim"
"J4-3_F3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-3_F4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-3_F5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-3_F6",27872,"31-Jan-2024","Sox2-2a-sfGFP","GFP/+","MHM/RM","40","GENOTYPE","SF","for Ridim"
"J4-3_F7",26502,"19-Jul-2023","EKAB","+/+","MHM/RM/YX","40","SURGERY","SD","for TH exp"
"J4-3_F8",26762,"22-Aug-2023","EKAB","+/+","MHM/RM/LZ","40","GENOTYPE","SF","for Lili"
"J4-3_F9",26762,"22-Aug-2023","EKAB","+/+","MHM/RM/LZ","40","GENOTYPE","SF","for Lili"
"J4-3_F10",26762,"22-Aug-2023","EKAB","+/+","MHM/RM/LZ","40","GENOTYPE","SF","for Lili"
"J4-3_G1",27736,"09-Jan-2024","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","120","GENOTYPE","SF","For Lili( this stock is really 27737)"
"J4-3_G2",27872,"31-Jan-2024","Sox2-2a-sfGFP","GFP/+","MHM/RM","40","GENOTYPE","SF","for Ridim"
"J4-3_G3",27872,"31-Jan-2024","Sox2-2a-sfGFP","GFP/+","MHM/RM","40","GENOTYPE","SF","for Ridim"
"J4-3_G4",27872,"31-Jan-2024","Sox2-2a-sfGFP","GFP/+","MHM/RM","40","GENOTYPE","SF","for Ridim"
"J4-3_G5",27872,"31-Jan-2024","Sox2-2a-sfGFP","GFP/+","MHM/RM","40","GENOTYPE","SF","for Ridim"
"J4-3_G6",25255,"22-Feb-2023","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+;GFP/+","MHM/RM","40","SURGERY","SF","Enter notes"
"J4-3_G7",25139,"9-Feb-2023","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+;GFP/+","MHM/RM","40","SURGERY","SF","Enter notes"
"J4-3_G8",25139,"9-Feb-2023","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+ ; GFP/+","MHM/RM","40","SURGERY","SF",""
"J4-3_G9",25092,"1-Feb-2023","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+ ; GFP/+","MHM/RM","40","SURGERY","SF",""
"J4-3_G10",27872,"31-Jan-2024","Sox2-2a-sfGFP","GFP/+","MHM/RM","40","GENOTYPE","SF","for Ridim"
"J4-4_A1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_A2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_A4",NA,"","","","",NA,"","",""
"J4-4_A5",NA,"","","","",NA,"","",""
"J4-4_A6",NA,"","","","",NA,"","",""
"J4-4_A7",NA,"","","","",NA,"","",""
"J4-4_A8",NA,"","","","",NA,"","",""
"J4-4_A9",NA,"","","","",NA,"","",""
"J4-4_A10",NA,"","","","",NA,"","",""
"J4-4_A11",NA,"","","","",NA,"","",""
"J4-4_A12",NA,"","","","",NA,"","",""
"J4-4_A13",NA,"","","","",NA,"","",""
"J4-4_A14",NA,"","","","",NA,"","",""
"J4-4_A15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B13",NA,"","","","",NA,"","",""
"J4-4_B14",25491,"22-Mar-2023","Casper","+/+","VMS/MHM","10","BREEDING STOCK","SD","From fish facility "
"J4-4_B15",25649,"06-Apr-2023","EKAB","wildtype","VMS/MHM","10","Experiment ongoing","JB","Long term sci observation "
"J4-4_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_C2",24797,"11-Sep-2022","vamp4_74","het","VMS","25","GENOTYPE","SD","Enter Notes"
"J4-4_C3",29350,"22-Aug-2024","syt11b_vms_80","+/+ or +/- or -/-","VMS/MHM","40","GENOTYPE","SD","Clutch 1 to Genotype, surgery, swim assays and histology"
"J4-4_C4",29350,"22-Aug-2024","syt11b_vms_80","+/+ or +/- or -/-","VMS/MHM","40","GENOTYPE","SD","Clutch 1 to Genotype, surgery, swim assays and histology"
"J4-4_C5",29350,"22-Aug-2024","syt11b_vms_80","+/+ or +/- or -/-","VMS/MHM","40","GENOTYPE","SD","Clutch 1 to Genotype, surgery, swim assays and histology"
"J4-4_C6",27221,"26-Oct-2023","EKAB","wildtype","MHM/RM","40","SURGERY","SF","Experimental backup "
"J4-4_C7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_C8",28057,"29-Feb-2024","syt11a_vms_51 ; syt11b_vms_80","-/+ ; -/+","VMS/MHM","30","BREEDING STOCK","SF","Breeding Stock, genotype for double hets"
"J4-4_C9",26725,"17-Aug-2023","syt11b_vms1_75 ; syt11a_vms1_51","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM","30","SURGERY","SF","Genotype for double mutant, surgery, swim assay and histology"
"J4-4_C10",NA,"","","","",NA,"","",""
"J4-4_D1",27729,"04-Jan-2024","syt11b-NTR2.0-mcherry","mcherry/+","VMS/MHM","40","BREEDING STOCK","SF","Breeding stock"
"J4-4_D2",28629,"30-Apr-2024","syt11b-T2A-CreERT2","KI F0","RM/MHM","39","GENOTYPE","SF","Find founder fish"
"J4-4_D3",28629,"30-Apr-2024","syt11b-T2A-CreERT2","KI F0","RM/MHM","40","GENOTYPE","SF","Find founder fish"
"J4-4_D4",28629,"30-Apr-2024","syt11b-T2A-CreERT2","KI F0","RM/MHM","41","GENOTYPE","SF","Find founder fish"
"J4-4_D5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_D6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_D7",29400,"30-Aug-2024","Tg(-4.3syt11b:eGFP)-Line5","GFP+","VMS/MHM","40","GENOTYPE","SD","From Founder Fish 5, Screened for GFP."
"J4-4_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_D9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_D10",27574,"07-Dec-2023","chrnb2_vms2_89","+/+ or +/-","VMS/MHM","40","GENOTYPE","SD","Breeding stock. Screen for het allele"
"J4-4_E1",26578,"27-Jul-2023","stl236 - plecb ; stl261 - pleca","+/- ; +/-","VMS/MHM","20","BREEDING STOCK","SD","Inx for double mutants"
"J4-4_E2",27391,"16-Nov-2023","syt11b_vms1_80","+/-","VMS/MHM","20","BREEDING STOCK","SD","For Breeding Stock"
"J4-4_E3",27490,"30-Nov-2023","vamp4_vms1_84","+/+ or +/-","VMS/MHM","24","BREEDING STOCK","SD","For breeding stock, genotype for het allele"
"J4-4_E4",27416,"22-Nov-2023","syt11b_vms1_75","het","VMS/MHM","30","BREEDING STOCK","SD","For breeding stock. Genotype for hets"
"J4-4_E5",27392,"16-Nov-2023","syt11a_vms1_51","het","VMS/MHM","30","BREEDING STOCK","SF","Breeding stock"
"J4-4_E6",27491,"01-Dec-2023","fhdc5_vms2_44","het","VMS/MHM","30","BREEDING STOCK","SD","For breeding stock, genotype for het allele"
"J4-4_E7",28547,"19-Apr-2024","hive2p3b-T2A-CreERT2 KI F0","F0","MHM/RM","29","GENOTYPE","SD","genotype"
"J4-4_E8",28547,"19-Apr-2024","hive2p3b-T2A-CreERT2 KI F0","F0","MHM/RM","25","GENOTYPE","SD","genotype"
"J4-4_E9",28547,"19-Apr-2024","hive2p3b-T2A-CreERT2 KI F0","F0","MHM/RM","26","GENOTYPE","SD","genotype"
"J4-4_E10",27573,"07-Dec-2023","chrnb2_vms2_75","het","VMS/MHM","28","BREEDING STOCK","SD","For Breeding Stock"
"J4-4_F1",27693,"28-Dec-2023","stl236:plecb+/-","+/-","VMS/MHM","40","BREEDING STOCK","SD","For Breeding stock. Genotype for het allele"
"J4-4_F2",27692,"28-Dec-2023","stl261:pleca +/-","+/-","VMS/MHM","40","BREEDING STOCK","SD","For Breeding stock. Genotype for het allele"
"J4-4_F3",29181,"25-Jul-2024","Tg(-4.3syt11b:eGFP)-Line1","GFP/+","VMS/MHM","40","GENOTYPE","SD","Screened for GFP+. From founder 1"
"J4-4_F4",29182,"25-Jul-2024","Tg(-4.3syt11b:eGFP)-Line2 (GFP/+)","GFP/+","VMS/MHM","40","GENOTYPE","SD","Screened for GFP+. From founder 2"
"J4-4_F5",29267,"08-Aug-2024","Tg (-4.3kb)syt11b:eGFP-line3 (GFP/+)","GFP/+","VMS/MHM","40","GENOTYPE","SD","Weak GFP expression. From Founder 3"
"J4-4_F6",29268,"08-Aug-2024","Tg (-4.3kb)syt11b:eGFP-line4 (GFP/+)","GFP/+","VMS/MHM","40","GENOTYPE","SD","Very strong expression. From Founder 4"
"J4-4_F7",28982,"26-Jun-2024","syt11b-NTR2.0-mcherry","RFP/+ or +/+","VMS/MHM","40","GENOTYPE","SD","Breeding Stock "
"J4-4_F8",28982,"26-Jun-2024","syt11b-NTR2.0-mcherry","RFP/+ or +/+","VMS/MHM","40","GENOTYPE","SD","Breeding Stock "
"J4-4_F9",28981,"26-Jun-2024","TU Breeding Stock","+/+","VMS/MHM","40","GENOTYPE","SD","Breeding Stock"
"J4-4_F10",28981,"26-Jun-2024","TU Breeding Stock","+/+","VMS/MHM","40","GENOTYPE","SD","Breeding Stock"
"J4-4_G1",28675,"07-May-2024","syt11b-2A-eGFP KI F1(male3)","+/+ or +/-","MHM/RM","40","GENOTYPE","SF","genotype"
"J4-4_G2",28675,"07-May-2024","syt11b-2A-eGFP KI F1(male3)","+/+ or +/-","MHM/RM","40","GENOTYPE","SF","genotype"
"J4-4_G3",28674,"07-May-2024","syt11b-2a-eGFP KI F1(male1)","+/+ or +/-","MHM/RM","40","GENOTYPE","SF","genotype"
"J4-4_G4",28674,"07-May-2024","syt11b-2a-eGFP KI F1(male1)","+/+ or +/-","MHM/RM","40","GENOTYPE","SF","genotype"
"J4-4_G5",28674,"07-May-2024","syt11b-2a-eGFP KI F1(male1)","+/+ or +/-","MHM/RM","40","GENOTYPE","SF","genotype"
"J4-4_G6",28746,"21-May-2024","syt11b-2A-eGFP KI F1(male3)","+/-,+/+","MHM/RM","20","GENOTYPE","SD","genotype"
"J4-4_G7",29351,"22-Aug-2024","syt11b_vms_80","+/+ or +/- or -/-","VMS/MHM","40","GENOTYPE","SD","Clutch 2 to Genotype, surgery, swim assays and histology"
"J4-4_G8",29351,"22-Aug-2024","syt11b_vms_80","+/+ or +/- or -/-","VMS/MHM","40","GENOTYPE","SD","Clutch 2 to Genotype, surgery, swim assays and histology"
"J4-4_G9",29351,"22-Aug-2024","syt11b_vms_80","+/+ or +/- or -/-","VMS/MHM","40","GENOTYPE","SD","Clutch 2 to Genotype, surgery, swim assays and histology"
"J4-4_G10",NA,NA,NA,NA,NA,NA,NA,NA,NA
