"Tank.Name","Stock.number.","Date.of.Birth","Fish.name","Genotype.","Responsible","Number.of.fish","Experiment.label","Food.label","Notes"
"J4-3_E7",24285,"4-Oct-2022","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40","SURGERY","SD",""
"J4-3_E8",24285,"4-Oct-2022","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40","SURGERY","SD",""
"J4-3_E9",24285,"4-Oct-2022","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40","SURGERY","SD",""
"J4-3_E10",24285,"4-Oct-2022","sox2-2A-sfGFP +/-","GFP/+","MHM/RM","40","SURGERY","SD",""
"J4-3_F1",24091,"30-Aug-2022","hsp70:BACH1-2A-EGFP-L1C","Tg+","Enter owner name","35","BREEDING STOCK","SF",""
"J4-3_F2",23865,"21-Jul-2022","bach1a/b Double Het","-/+ ; -/+","CW/DNK/MHM","40","BREEDING STOCK","SF","outx to AB for maintanence"
"J4-3_F3",24097,"30-Aug-2022","hsp70:BACH1-2A-EGFP-L4","Tg+","CW/DNK/MHM","40","Enter Experiment Label","SD","Euthanize"
"J4-3_F4",23865,"21-Jul-2022","bach1a Breeders","bach1a-/- ; bach1b-/+","CW/DNK/MHM","25","BREEDING STOCK","SC",""
"J4-3_F5",23865,"21-Jul-2022","bach1b Breeders","bach1a-/+ ; bach1b -/-","CW/DNK/MHM","30","BREEDING STOCK","SD","Enter notes"
"J4-3_F6",NA,"","","","",NA,"","",""
"J4-3_F7",NA,"","","","",NA,"","",""
"J4-3_F8",NA,"","","","",NA,"","",""
"J4-3_F9",NA,"","","","",NA,"","",""
"J4-3_F10",NA,"","","","",NA,"","",""
"J4-3_G1",25649,"6-Apr-2023","EKAB","EKAB","MHM/RM","40","SURGERY","SF",""
"J4-3_G2",25649,"6-Apr-2023","EKAB","GFP/+","RM/MHM","20","SURGERY","SD","Enter notes"
"J4-3_G3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-3_G4",24888,"29-Dec-2022","hdac10-stl715","+/-","VMS/MHM","40","SURGERY","SF",""
"J4-3_G5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-3_G6",25255,"22-Feb-2023","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+;GFP/+","MHM/RM","40","SURGERY","SF","Enter notes"
"J4-3_G7",25139,"9-Feb-2023","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+;GFP/+","MHM/RM","40","SURGERY","SF","Enter notes"
"J4-3_G8",25139,"9-Feb-2023","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+ ; GFP/+","MHM/RM","40","SURGERY","SF",""
"J4-3_G9",25092,"1-Feb-2023","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+ ; GFP/+","MHM/RM","40","SURGERY","SF",""
"J4-3_G10",25092,"1-Feb-2023","ubi:nRSG+/-;sox2-2A-sfGFP+/-","RFP/+ ; GFP/+","MHM/RM","40","SURGERY","SF",""
"J4-4_A1",24588,"11-Apr-2022","chrnb2_75","het","VMS","15","Breeding stock","JD","Enter Notes"
"J4-4_A2",24556,"11-Apr-2022","chrnb2_89","het","VMS","10","Breeding stock","JD","Enter Notes"
"J4-4_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_A4",NA,"","","","",NA,"","",""
"J4-4_A5",NA,"","","","",NA,"","",""
"J4-4_A6",NA,"","","","",NA,"","",""
"J4-4_A7",NA,"","","","",NA,"","",""
"J4-4_A8",NA,"","","","",NA,"","",""
"J4-4_A9",NA,"","","","",NA,"","",""
"J4-4_A10",NA,"","","","",NA,"","",""
"J4-4_A11",NA,"","","","",NA,"","",""
"J4-4_A12",NA,"","","","",NA,"","",""
"J4-4_A13",NA,"","","","",NA,"","",""
"J4-4_A14",NA,"","","","",NA,"","",""
"J4-4_A15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_B1",24007,"11-Jun-2022","syt11a_51","het","VMS","7","Breeding stock","SC","Enter Notes"
"J4-4_B2",23880,"20-Jul-2022","syt11b_80","het","VMS","14","Breeding stock","JB","Enter Notes"
"J4-4_B3",23879,"20-Jul-2022","syt11b_75","het","VMS","14","Breeding stock","SD","Enter Notes"
"J4-4_B4",24008,"11-Jun-2022","vamp4_74","het","VMS","14","Breeding stock","JB","Enter Notes"
"J4-4_B5",24045,"18-Jun-2022","vamp4_84","het","VMS","14","Breeding stock","JB","Enter Notes"
"J4-4_B6",24203,"22-Sep-2022","fhdc5_38","het","VMS","14","Breeding stock","JB","Enter Notes"
"J4-4_B7",24202,"22-Sep-2022","fhdc5_44","het","VMS","14","Breeding stock","SD","Enter Notes"
"J4-4_B8",23783,"13-Jul-2022","chrnb2_89","het","VMS","14","Breeding stock","JB","Enter Notes"
"J4-4_B9",23782,"13-Jul-2022","chrnb2_75","het","VMS","14","Breeding stock","JA","Enter Notes"
"J4-4_B10",24137,"13-Sep-2022","stl261:pleca","het","VMS","14","Breeding stock","JE","Enter Notes"
"J4-4_B11",23781,"13-Jul-2022","shootin3_61","het","VMS","14","Breeding stock","JB","Enter Notes"
"J4-4_B12",23923,"28-Jul-2022","shootin3_64","het","VMS","14","Breeding stock","JB","Enter Notes"
"J4-4_B13",NA,"","","","",NA,"","",""
"J4-4_B14",NA,"","","","",NA,"","",""
"J4-4_B15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_C1",24799,"11-Sep-2022","fhdc5_44","het","VMS","30","Breeding stock","SF","Enter Notes"
"J4-4_C2",24797,"11-Sep-2022","vamp4_74","het","VMS","25","GENOTYPE","SD","Enter Notes"
"J4-4_C3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_C4",24506,"27-Oct-2022","shootin3_61","het","VMS","30","Breeding stock","SD","Enter Notes"
"J4-4_C5",24887,"29-Dec-2022","TU","wt","VMS","40","Breeding stock","SF","Enter Notes"
"J4-4_C6",26096,"","","","",NA,"","",""
"J4-4_C7",25983,"10-May-2023","syt11a_51 ; syt11b_75","+/- ; +/-","VMS","12","GENOTYPE","SH","Double het"
"J4-4_C8",26163,"1-Jun-2023","syt11b_vms1_75 (+/+ or +/-); syt11a_vms1_51 (+/+ or +/-)","+/- ; +/-","VMS","20","BREEDING STOCK","SH","Inx for double mutants"
"J4-4_C9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_C10",NA,"","","","",NA,"","",""
"J4-4_D1",24796,"11-Sep-2022","vamp4_84","het","VMS","30","Breeding stock","SD","Enter Notes"
"J4-4_D2",26387,"7-Jul-2023","Tg(vglut2a:RFP) (GFP/+); Tg(gad1b:GFP)(RFP/+)","RFP/+ ; GFP/+","VMS/MHM","40","BREEDING STOCK","SD","Screened for RFP and GFP"
"J4-4_D3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_D4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_D5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_D6",24801,"11-Sep-2022","chrnb2_75","het","VMS","40","Breeding stock","SD","Enter Notes"
"J4-4_D7",24800,"11-Sep-2022","chrnb2_89","het","VMS","40","Breeding stock","SD","Enter Notes"
"J4-4_D8",24798,"11-Sep-2022","shootin3_61","het","VMS","40","Breeding stock","SF","Enter Notes"
"J4-4_D9",24798,"9-Dec-2022","shootin3_vms3_61","wildtype","VMS/MHM","24","SURGERY","SH",""
"J4-4_D10",24798,"9-Dec-2022","shootin3_vms3_61","Mutant","VMS/MHM","24","SURGERY","SH",""
"J4-4_E1",25649,"6-Apr-2023","EKAB","wt","VMS","40","SURGERY","SH","Enter Notes"
"J4-4_E2",25649,"6-Apr-2023","EKAB","wt","VMS","40","SURGERY","SH","Enter Notes"
"J4-4_E3",25649,"6-Apr-2023","EKAB","wt","VMS","40","SURGERY","SH","Enter Notes"
"J4-4_E4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_E5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_E6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_E7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_E8",25748,"13-Apr-2023","shootin3_64","wt/het/mut","VMS","40","GENOTYPE, SURGERY","SF","Enter Notes"
"J4-4_E9",25748,"13-Apr-2023","shootin3_64","wt/het/mut","VMS","40","GENOTYPE, SURGERY","SF","Enter Notes"
"J4-4_E10",25748,"13-Apr-2023","shootin3_64","wt/het/mut","VMS","40","GENOTYPE, SURGERY","SF","Enter Notes"
"J4-4_F1",24557,"11-Apr-2022","shootin_64","het","VMS","20","Breeding stock","SF","Enter Notes"
"J4-4_F2",24555,"11-Mar-2022","syt11a_51","het","VMS","20","Breeding stock","SH","Enter Notes"
"J4-4_F3",24138,"13-Aug-2022","stl236:plecb","het","VMS","20","Breeding stock","SF","Enter Notes"
"J4-4_F4",24559,"11-Apr-2022","syt11b_75","het","VMS","20","Breeding stock","SH","Enter Notes"
"J4-4_F5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_F6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_F7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_F8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"J4-4_F9",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
"J4-4_F10",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
"J4-4_G1",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
"J4-4_G2",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
"J4-4_G3",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SD","Enter notes"
"J4-4_G4",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
"J4-4_G5",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
"J4-4_G6",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
"J4-4_G7",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
"J4-4_G8",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
"J4-4_G9",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
"J4-4_G10",26222,"14-Jun-2023","vamp4_vms1_84(+/+ or +/- or -/-)","(+/+ or +/- or -/-)","VMS","40","GENOTYPE , SURGERY","SF","Enter notes"
