"Date.and.time","Stock.number.","Date.of.Birth","Fish.name","Genotype","Responsible","Number.of.fish","Action"
"31-Jul-2023 22.35","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A10 IN Streisinger Room"
"31-Jul-2023 22.36","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A1 TO J4-2_A10"
"31-Jul-2023 22.36","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A2 TO J4-1_A1"
"31-Jul-2023 22.37","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A1 TO J4-1_A2"
"31-Jul-2023 22.37","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A2 TO J4-1_A1"
"31-Jul-2023 22.37","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A3 TO J4-1_A2"
"31-Jul-2023 22.38","26533","31-Jul-2023","Enter fish name","(+/+ or +/- or -/-)","Enter owner name","1","EDITED THE ADULT STOCK "
"31-Jul-2023 22.38","26533","31-Jul-2023","Enter fish name","(+/+ or +/- or -/-)","Enter owner name","1","EDITED THE ADULT STOCK "
"31-Jul-2023 22.38","26163","1-Jun-23","syt11b_vms1_75 (+/+ or +/-); syt11a_vms1_51 (+/+ or +/-)","(+/+ or +/- or -/-)","VMS","31","EDITED THE NURSERY STOCK "
"01-Aug-2023 13.51","26532","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A11 IN Streisinger Room"
"01-Aug-2023 13.54","26533","31-Jul-2023","Enter fish name","(+/+ or +/- or -/-)","Enter owner name","1"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A1 TO J4-1_A3"
"01-Aug-2023 19.52","26534","01-Aug-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"01-Aug-2023 19.52","26535","01-Aug-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"01-Aug-2023 19.53","26289","27-Jun-23","Tg(actc1b:NTR-2a-mcherry) +/-","Enter genotype","MHM/RM","40"," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_A11 IN Johnson Room"
"01-Aug-2023 19.53","26535","01-Aug-2023","Enter fish name","Enter genotype","Enter owner name","1"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_A1 TO J4-2_A12"
"01-Aug-2023 20.37","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EDITED THE ADULT STOCK "
"01-Aug-2023 21.26","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EDITED THE ADULT STOCK "
"01-Aug-2023 21.28","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EDITED THE ADULT STOCK "
"01-Aug-2023 22.22","26533","31-Jul-2023","Enter fish name","Enter genotype","Enter owner name","1","EUTHANIZED THE ADULT STOCK"
"01-Aug-2023 22.22","26533","31-Jul-2023","Enter fish name","(+/+ or +/- or -/-)","Enter owner name","1","EDITED THE ADULT STOCK "
"01-Aug-2023 22.25","26521","20-Jul-23","Tu","F0/F0","YX/MHM","40","EDITED THE NURSERY STOCK "
"01-Aug-2023 22.25","26521","20-Jul-23","Tu","F0/F0","YX/MHM","40","EUTHANIZED THE NURSERY STOCK"
"01-Aug-2023 22.26","26535","01-Aug-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Nursery"
"01-Aug-2023 22.27","26536","01-Aug-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Johnson Fish Room"
"01-Aug-2023 22.27","12748","01-Aug-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"01-Aug-2023 22.31","12749","01-Aug-2023","Enter fish name","Enter genotype","Enter owner name","1"," ADDED STOCK IN THE Walker Nursery"
"02-Aug-2023 19.52","26520","20-Jul-23","cnr1 CR KO F0","F0/F0","YX/MHM","21"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A12 IN Streisinger Room"
"02-Aug-2023 19.54","26520","20-Jul-23","cnr1 CR KO F0","F0/F0","YX/MHM","22"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A13 IN Streisinger Room"
"02-Aug-2023 19.56","24802","11-Sep-22","chrnb2_89","mut","VMS","20"," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-4_G10 TO J4-1_A2"
"02-Aug-2023 19.58","24626","15-Nov-22","hpla-mcherry-NTR +/-","Enter genotype","MHM/RM","12","EDITED THE ADULT STOCK "
"02-Aug-2023 19.58","26520","20-Jul-23","cnr1 CR KO F0","F0/F0","YX/MHM","3","EDITED THE NURSERY STOCK "
"11-Aug-2023 13.20","26536","11-Aug-2023"," -3-ctgfa:GFP - L1","+/+ or +/- or -/-","Enter owner name","40"," ADDED STOCK IN THE Walker Nursery"
"11-Aug-2023 13.21","26537","11-Aug-2023","Enter fish name","Enter genotype","Enter owner name","40"," ADDED STOCK IN THE Johnson Fish Room"
"11-Aug-2023 13.22","26518","20-Jul-23","lhx4 CR KO F0","F0/F0","YX/MHM","36"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A14 IN Streisinger Room"
"11-Aug-2023 13.22","26518","20-Jul-23","lhx4 CR KO F0","F0/F0","YX/MHM","4"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A15 IN Streisinger Room"
"11-Aug-2023 13.24","24802","11-Sep-22","chrnb2_89","mut","VMS","20","EDITED THE ADULT STOCK "
"11-Aug-2023 13.24","26536","01-Aug-2023","Enter fish name","Enter genotype","Enter owner name","1","EUTHANIZED THE ADULT STOCK"
"15-Aug-2023 18.27","24802","11-Sep-22","chrnb2_89","mut","VMS","20","EUTHANIZED THE ADULT STOCK"
"15-Aug-2023 18.30","24281","4-Oct-22","foxd3-18:GFP +/-","(+/+ or +/- or -/-)","MHM/RM","15","EDITED THE ADULT STOCK "
"15-Aug-2023 18.40","24769","6-Dec-22","Tg(slc2a3b:EGFP)","Enter genotype","RM/MHM","15","EUTHANIZED THE ADULT STOCK"
"27-Aug-2023 21.35","26294","27-Jun-2023","hapln1b +/-","+/-","MHM/RM","15"," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_A1 IN Johnson Room"
"31-Aug-2023 12.21","26295","27-Jun-2023","hapln1a +/- x hapln1b +/-","(+/+ or +/- or -/-)","MHM/RM","40"," TRANSFERRED STOCK FROM Johnson Nursery TO E1_A2 IN Streisinger Room"
"31-Aug-2023 12.23","26296","27-Jun-2023","hapln1b +/- x hapln1a +/-","Enter genotype","MHM/RM","40"," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_A1 IN Johnson Room"
"31-Aug-2023 12.24","26305","27-Jun-2023","pdk2b dgRNP injected","Enter genotype","MED","30"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A3 IN Streisinger Room"
"22-Sep-2023 15.33","26296","27-Jun-2023","hapln1b +/- x hapln1a +/-","Enter genotype","RM/MHM","40","EDITED THE ADULT STOCK "
"22-Sep-2023 15.34","26296","27-Jun-2023","hapln1b +/- x hapln1a +/-","Enter genotype","Edited owned","40","EDITED THE ADULT STOCK "
"22-Sep-2023 15.35","26306","27-Jun-2023","pdp1 dgRNP injected","Enter genotype","Changed","30","EDITED THE NURSERY STOCK "
"24-Sep-2023 18.05","26296","27-Jun-2023","hapln1b +/- x hapln1a +/-","Enter genotype","MHM","40","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 18.05","24635","15-Nov-2022","ctgfa-1kb-del-L3 het inx","Enter genotype","MHM","15","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 18.05","23445","17-May-2022","pkrdc+/-;il2rga+/-:WT","Enter genotype","MHM","15","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 18.05","23188","30-Mar-2022","ub:switch(GSR) GFP+/+","Enter genotype","MHM","15","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 18.10","24635","15-Nov-2022","ctgfa-1kb-del-L3 het inx","Enter genotype","MHM","15","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 18.10","23188","30-Mar-2022","ub:switch(GSR) GFP+/+","Enter genotype","MHM","15","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 18.10","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","MHM","15","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 18.58","26296","27-Jun-2023","hapln1b +/- x hapln1a +/-","Enter genotype","MHM","40","EDITED THE EXPERIMENT LABEL "
"24-Sep-2023 18.58","23445","17-May-2022","pkrdc+/-;il2rga+/-:WT","Enter genotype","MHM/RM","15","EDITED THE EXPERIMENT LABEL "
"24-Sep-2023 18.58","24635","15-Nov-2022","ctgfa-1kb-del-L3 het inx","Enter genotype","DNK/RM/MHM","15","EDITED THE EXPERIMENT LABEL "
"24-Sep-2023 19.04","26296","27-Jun-2023","hapln1b +/- x hapln1a +/-","Enter genotype","MHM","40","EDITED THE EXPERIMENT LABEL TO JA"
"24-Sep-2023 19.04","23445","17-May-2022","pkrdc+/-;il2rga+/-:WT","Enter genotype","MHM/RM","15","EDITED THE EXPERIMENT LABEL TO JA"
"24-Sep-2023 19.04","24635","15-Nov-2022","ctgfa-1kb-del-L3 het inx","Enter genotype","DNK/RM/MHM","15","EDITED THE EXPERIMENT LABEL TO JA"
"24-Sep-2023 19.08","26296","27-Jun-2023","hapln1b +/- x hapln1a +/-","Enter genotype","MHM","40","EDITED THE NOTES TO Check bulk addition of notes"
"24-Sep-2023 19.08","23445","17-May-2022","pkrdc+/-;il2rga+/-:WT","Enter genotype","MHM/RM","15","EDITED THE NOTES TO Check bulk addition of notes"
"24-Sep-2023 19.08","24635","15-Nov-2022","ctgfa-1kb-del-L3 het inx","Enter genotype","DNK/RM/MHM","15","EDITED THE NOTES TO Check bulk addition of notes"
"24-Sep-2023 19.26","26296","27-Jun-2023","hapln1b +/- x hapln1a +/-","Enter genotype","MHM","40","EUTHANIZED THE STOCK "
"24-Sep-2023 19.26","23445","17-May-2022","pkrdc+/-;il2rga+/-:WT","Enter genotype","MHM/RM","15","EUTHANIZED THE STOCK "
"24-Sep-2023 19.26","24635","15-Nov-2022","ctgfa-1kb-del-L3 het inx","Enter genotype","DNK/RM/MHM","15","EUTHANIZED THE STOCK "
"24-Sep-2023 19.27","23188","30-Mar-2022","ub:switch(GSR) GFP+/+","Enter genotype","MHM","15","EUTHANIZED THE STOCK "
"24-Sep-2023 19.27",NA,NA,NA,NA,NA,NA,"EUTHANIZED THE STOCK "
"24-Sep-2023 19.27",NA,NA,NA,NA,NA,NA,"EDITED THE NOTES TO Enter notes"
"24-Sep-2023 19.27","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","MHM","15","EDITED THE NOTES TO Enter notes"
"24-Sep-2023 21.01","26478","18-Jul-2023","ctgfa:R-NTR L13","RFP/+","MHM","40","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.01","26522","20-Jul-2023","stl236-plecb; stl261-pleca","+/+ or +/- ; +/+ or +/-","MHM","110","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.01","26486","18-Jul-2023","pdk2a dgRNP injected F0","F0","MHM","40","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.02","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","RM/MHM","15","EDITED THE ADULT STOCK "
"24-Sep-2023 21.06","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","DNK/RM/MHM","15","EDITED THE ADULT STOCK "
"24-Sep-2023 21.07","26476","18-Jul-2023","ctgfa +/- ","+/+ or +/- or -/-","MHM","40","EDITED THE NURSERY STOCK "
"24-Sep-2023 21.07","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","MHM","15","EDITED THE ADULT STOCK "
"24-Sep-2023 21.13","26476","18-Jul-2023","ctgfa +/- ","+/+ or +/- or -/-","MHM","40","EDITED THE NOTES to changing notes using the bulk edit function"
"24-Sep-2023 21.13","26478","18-Jul-2023","ctgfa:R-NTR L13","RFP/+","MHM","40","EDITED THE NOTES to changing notes using the bulk edit function"
"24-Sep-2023 21.13","26477","18-Jul-2023","stl655 Tg(ctgfa:GFP-L9)","GFP/+","RM/MHM","40","EDITED THE NOTES to changing notes using the bulk edit function"
"24-Sep-2023 21.13","26522","20-Jul-2023","stl236-plecb; stl261-pleca","+/+ or +/- ; +/+ or +/-","MHM","110","EDITED THE NOTES to changing notes using the bulk edit function"
"24-Sep-2023 21.14","26476","18-Jul-2023","ctgfa +/- ","+/+ or +/- or -/-","MHM","40","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.14","26478","18-Jul-2023","ctgfa:R-NTR L13","RFP/+","MHM","40","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.14","26477","18-Jul-2023","stl655 Tg(ctgfa:GFP-L9)","GFP/+","MHM","40","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.14","26522","20-Jul-2023","stl236-plecb; stl261-pleca","+/+ or +/- ; +/+ or +/-","MHM","110","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.15","26476","18-Jul-2023","ctgfa +/- ","+/+ or +/- or -/-","MHM","40","EDITED THE NOTES to changing notes using bulk edit function"
"24-Sep-2023 21.15","26478","18-Jul-2023","ctgfa:R-NTR L13","RFP/+","MHM","40","EDITED THE NOTES to changing notes using bulk edit function"
"24-Sep-2023 21.15","26477","18-Jul-2023","stl655 Tg(ctgfa:GFP-L9)","GFP/+","MHM","40","EDITED THE NOTES to changing notes using bulk edit function"
"24-Sep-2023 21.15","26522","20-Jul-2023","stl236-plecb; stl261-pleca","+/+ or +/- ; +/+ or +/-","MHM","110","EDITED THE NOTES to changing notes using bulk edit function"
"24-Sep-2023 21.24","26693","14-Aug-2023","ndnf-ntr-cherry KI F0","F0","MHM/RM","80","EUTHANIZED THE STOCK FROM NURSERY "
"24-Sep-2023 21.24","26738","18-Aug-2023","hsp:zgnao1-2A-EGFP-L3","GFP/+","MHM/RM","40","EUTHANIZED THE STOCK FROM NURSERY "
"24-Sep-2023 21.25","26706","18-Aug-2023","b-actin:GCamp6","GFP/+","MHM/RM","40","EUTHANIZED THE STOCK FROM NURSERY "
"24-Sep-2023 21.25","26707","18-Aug-2023","huC:GCamp6s;mitfa","GFP/+","MHM/RM","40","EUTHANIZED THE STOCK FROM NURSERY "
"24-Sep-2023 21.25","26738","18-Aug-2023","hsp:zgnao1-2A-EGFP-L3","GFP/+","MHM/RM","40","EUTHANIZED THE STOCK FROM NURSERY "
"24-Sep-2023 21.32","26673","10-Aug-2023","sox2-2A-sfGFP/+ ; bach1a-/- ; bach1b-/+","GFP/+","MHM","90","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.32","26697","15-Aug-2023","Tg(hsp70:TCIM-2A-EGFP);tcima/b het outx tcima/b mutant","+/+ or +/- or -/-","MHM","40","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.32","26725","17-Aug-2023","syt11b_vms1_75 ; syt11a_vms1_51","+/+ or +/- or -/- ; +/+ or +/- or -/-","MHM","480","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.32","26726","17-Aug-2023","chrnb2_vms2_75","+/+ or +/- or -/-","MHM","120","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 21.32","26727","17-Aug-2023","syt11b_vms1_80","+/+ or +/- or -/-","MHM","160","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 22.20","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","RM/MHM","15","EDITED THE NOTES TO changing notes using bulk edits"
"24-Sep-2023 22.20","24809","15-Dec-2022","Tg(actc1b:NTR-2A-mcherry) +/-","Enter genotype","MHM/RM","15","EDITED THE NOTES TO changing notes using bulk edits"
"24-Sep-2023 22.20","24809","15-Dec-2022","Tg(actc1b:NTR-2A-mcherry) +/-","Enter genotype","MHM/RM","15","EDITED THE NOTES TO changing notes using bulk edits"
"24-Sep-2023 22.20","23445","17-May-2022","pkrdc+/-;il2rga+/-:WT","nR/+; JF/+","MHM/RM","15","EDITED THE NOTES TO changing notes using bulk edits"
"24-Sep-2023 22.21","26518","20-Jul-2023","lhx4 CR KO F0","F0/F0","MHM","120","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 22.21","26523","21-Jul-2023","scn4ab dgRNA crisper F0","F0/F0","MHM","40","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 22.21","26524","21-Jul-2023","ndnf dgRNA crisper F0","F0/F0","MHM","40","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 22.21","26525","21-Jul-2023","TU uninjected control","+/+","MHM","40","EDITED THE RESPONSIBLE PERSON NAME "
"24-Sep-2023 22.22","26525","21-Jul-2023","TU uninjected control","+/+","MHM","40","EUTHANIZED THE STOCK FROM NURSERY "
"24-Sep-2023 22.22","26524","21-Jul-2023","ndnf dgRNA crisper F0","F0/F0","MHM","40","EUTHANIZED THE STOCK FROM NURSERY "
"24-Sep-2023 22.22","26523","21-Jul-2023","scn4ab dgRNA crisper F0","F0/F0","MHM","40","EUTHANIZED THE STOCK FROM NURSERY "
"24-Sep-2023 22.22","26518","20-Jul-2023","lhx4 CR KO F0","F0/F0","MHM","120","EUTHANIZED THE STOCK FROM NURSERY "
"25-Sep-2023 10.20","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","MHM","15","EDITED THE RESPONSIBLE PERSON NAME "
"25-Sep-2023 10.20","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","MHM","15","EDITED THE RESPONSIBLE PERSON NAME "
"25-Sep-2023 10.20","24809","15-Dec-2022","Tg(actc1b:NTR-2A-mcherry) +/-","Enter genotype","MHM","15","EDITED THE RESPONSIBLE PERSON NAME "
"25-Sep-2023 10.20","24809","15-Dec-2022","Tg(actc1b:NTR-2A-mcherry) +/-","Enter genotype","MHM","15","EDITED THE RESPONSIBLE PERSON NAME "
"25-Sep-2023 10.21","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","MHM/RM","15","EDITED THE RESPONSIBLE PERSON NAME "
"25-Sep-2023 10.21","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","MHM/RM","15","EDITED THE RESPONSIBLE PERSON NAME "
"25-Sep-2023 10.21","24809","15-Dec-2022","Tg(actc1b:NTR-2A-mcherry) +/-","Enter genotype","MHM/RM","15","EDITED THE RESPONSIBLE PERSON NAME "
"25-Sep-2023 10.21","24809","15-Dec-2022","Tg(actc1b:NTR-2A-mcherry) +/-","Enter genotype","MHM/RM","15","EDITED THE RESPONSIBLE PERSON NAME "
"25-Sep-2023 18.08","24769","6-Dec-2022","Tg(slc2a3b:EGFP)","Enter genotype","MHM/RM","30","EDITED THE ADULT STOCK "
"25-Sep-2023 18.13","26488","18-Jul-2023","pdk2a adn pdk2b dgRNP injected F0","F0","MHM/MED/RM","40"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A4 IN Streisinger Room"
"25-Sep-2023 18.39","26487","18-Jul-2023","pdk2b dgRNP injected F0","F0","MHM/MED/RM","64"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A5 IN Streisinger Room"
"25-Sep-2023 18.41","26595","28-Jul-2023","crlf1a crispant F0","F0/F0","MAG/MHM","10"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A6 IN Streisinger Room"
"25-Sep-2023 18.41","26595","28-Jul-2023","crlf1a crispant F0","F0/F0","MAG/MHM","10"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A7 IN Streisinger Room"
"25-Sep-2023 18.41","26595","28-Jul-2023","crlf1a crispant F0","F0/F0","MAG/MHM","10"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A8 IN Streisinger Room"
"25-Sep-2023 18.41","26595","28-Jul-2023","crlf1a crispant F0","F0/F0","MAG/MHM","10"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A9 IN Streisinger Room"
"25-Sep-2023 18.45","26444","12-Jul-2023","hivep3b-NTR2.0-mcherry (knockin F0)","F0/F0","VMS/MHM","60"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A10 IN Streisinger Room"
"25-Sep-2023 18.45","26444","28-Jul-2023","TU uninjected control","wildtype","MAG/MHM","60"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A11 IN Streisinger Room"
"25-Sep-2023 18.45","26444","9-Aug-2023","scn4aa dgRNA crisper F0","F0","MHM/RM/LZ","60"," TRANSFERRED STOCK FROM Walker Nursery TO E1_A13 IN Streisinger Room"
"25-Sep-2023 18.47","26578","27-Jul-2023","stl236 - plecb ; stl261 - pleca","+/+ or +/- ; +/+ or +/-","VMS/MHM","40"," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_A1 IN Johnson Room"
"25-Sep-2023 18.47","26578","27-Jul-2023","stl236 - plecb ; stl261 - pleca","+/+ or +/- ; +/+ or +/-","VMS/MHM","40"," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_A2 IN Johnson Room"
"25-Sep-2023 18.47","26578","27-Jul-2023","stl236 - plecb ; stl261 - pleca","+/+ or +/- ; +/+ or +/-","VMS/MHM","40"," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_A3 IN Johnson Room"
"25-Sep-2023 19.21","26578","27-Jul-2023","stl236 - plecb ; stl261 - pleca","+/+ or +/- ; +/+ or +/-","VMS/MHM","55","EDITED THE ADULT STOCK "
"25-Sep-2023 19.22","26489","18-Jul-2023","pdp1 dgRNP injected F0","F0","MHM/MED/RM","80","EDITED THE NURSERY STOCK "
"25-Sep-2023 19.24","26502","19-Jul-2023","EKAB","+/+","MHM/RM/YX","10"," TRANSFERRED STOCK FROM Johnson Nursery TO E1_A12 IN Streisinger Room"
"25-Sep-2023 19.24","26502","19-Jul-2023","EKAB","+/+","MHM/RM/YX","10"," TRANSFERRED STOCK FROM Johnson Nursery TO E1_B1 IN Streisinger Room"
"25-Sep-2023 19.24","26502","19-Jul-2023","EKAB","+/+","MHM/RM/YX","10"," TRANSFERRED STOCK FROM Johnson Nursery TO E1_B15 IN Streisinger Room"
